207,1/1/2017,1,0.08, ,0, ,315, ,7.9, ,64, ,43.6, ,54.3, ,71, ,42, ,55, ,38.6, ,4.5, ,108.5, ,50.3, 
207,1/2/2017,2,0.05, ,0, ,187, ,8.5, ,62.7, ,45.4, ,54.3, ,81, ,40, ,59, ,40.2, ,2.9, ,70.2, ,49.8, 
207,1/3/2017,3,0.03, ,0, ,165, ,10.1, ,58.8, ,42.1, ,50, ,97, ,58, ,82, ,44.7, ,1.9, ,46.2, ,49.4, 
207,1/4/2017,4,0.07, ,0, ,319, ,10.3, ,66.3, ,37.5, ,51.7, ,100, ,47, ,79, ,45.3, ,2.4, ,56.9, ,49.7, 
207,1/5/2017,5,0.09, ,0, ,306, ,11.3, ,73.3, ,48.1, ,62.4, ,93, ,38, ,59, ,47.7, ,5.3, ,127.9, ,52.6, 
207,1/6/2017,6,0.08, ,0, ,325, ,7.6, ,65.5, ,40.4, ,55, ,85, ,33, ,52, ,37.4, ,3.7, ,89.8, ,51.5, 
207,1/7/2017,7,0.07, ,0, ,273, ,6.9, ,61.7, ,38.2, ,49, ,90, ,31, ,58, ,34.9, ,2.3, ,55.2, ,48.7, 
207,1/8/2017,8,0.08, ,0, ,322, ,7.6, ,69.3, ,39.2, ,52.9, ,90, ,27, ,56, ,37.5, ,2.2, ,52, ,49.6, 
207,1/9/2017,9,0.08, ,0, ,202, ,10.2, ,73.4, ,49.4, ,61.6, ,74, ,36, ,54, ,45, ,4.4, ,106, ,52.2, 
207,1/10/2017,10,0.09, ,0, ,313, ,9.2, ,68.5, ,50.9, ,59.9, ,69, ,36, ,52, ,42.3, ,4.2, ,101.7, ,52.1, 
207,1/11/2017,11,0.07, ,0, ,182, ,9.9, ,68.5, ,52.1, ,60.8, ,73, ,40, ,54, ,44.2, ,4.3, ,103.3, ,52.3, 
207,1/12/2017,12,0.06, ,0, ,183, ,9.8, ,64.7, ,46.5, ,56.2, ,83, ,41, ,63, ,43.9, ,3.5, ,84.7, ,51.4, 
207,1/13/2017,13,0.02, ,0, ,128, ,12.6, ,55.6,Y,50, ,52.3, ,100, ,83, ,94, ,50.6, ,2.2, ,52.8, ,52.3, 
207,1/14/2017,14,0.07, ,0, ,329, ,11.9, ,70.7, ,47.2, ,57.1, ,100, ,37, ,74, ,49.1, ,2.4, ,56.9, ,53.9, 
207,1/15/2017,15,0.09, ,0, ,346,R,10.3, ,70.2, ,43.3, ,55.8, ,94, ,38, ,68, ,45.4, ,2.7, ,64.3, ,52.8, 
207,1/16/2017,16,0.07, ,0, ,306, ,9.9, ,64, ,41.7, ,51.2, ,99, ,43, ,77, ,44.2, ,2.1, ,49.7, ,51.4, 
207,1/17/2017,17,0.08, ,0, ,361,R,7.4, ,66.7, ,36.4, ,50.2, ,99, ,23, ,60, ,36.9, ,2.1, ,51.4, ,49.7, 
207,1/18/2017,18,0.09, ,0, ,337, ,7.7, ,64.8, ,36.3, ,52.7, ,93, ,31, ,57, ,37.7, ,2.8, ,66.3, ,49.2, 
207,1/19/2017,19,0.07, ,0, ,206, ,9.4, ,64, ,53.3, ,57.2, ,95, ,38, ,59, ,43, ,4.2, ,100.1, ,52, 
207,1/20/2017,20,0.06, ,0, ,192, ,10.3, ,61.6, ,49, ,53.7, ,100, ,49, ,73, ,45.3, ,4.6, ,110.7, ,51.5, 
207,1/21/2017,21,0.09, ,0, ,346, ,8.3, ,62.4, ,45.5, ,53.8, ,82, ,41, ,59, ,39.7, ,4.4, ,104.7, ,50.8, 
207,1/22/2017,22,0.03, ,0, ,150, ,10.3, ,58.9,Y,47.7, ,52.5, ,100, ,52, ,77, ,45.4, ,2.3, ,54.5, ,51.4, 
207,1/23/2017,23,0.06,R,0, ,215, ,9, ,60.6, ,42.8, ,51.8, ,100, ,52, ,69, ,41.9, ,5.9, ,142.1, ,50.5, 
207,1/24/2017,24,0.08, ,0, ,342, ,7.2, ,58.1,Y,39.2, ,48.7, ,90, ,41, ,62, ,36.1, ,3.6, ,86.4, ,48.3, 
207,1/25/2017,25,0.08, ,0, ,393,R,7, ,58.7,Y,33.3, ,45.6, ,99, ,36, ,67, ,35.3, ,2.4, ,57.2, ,47.2,Y
207,1/26/2017,26,0.08, ,0, ,392,R,6.8, ,59.1,Y,32.7, ,45,Y,99, ,31, ,66,Y,34.6,Y,2.3, ,54.1, ,46.5,Y
207,1/27/2017,27,0.1, ,0, ,408,R,4.5, ,59.8,Y,35.1, ,48.1, ,83, ,17, ,39, ,24.3, ,3.8, ,90.3, ,45.4,Y
207,1/28/2017,28,0.09, ,0, ,414,R,5.5, ,66.7, ,33, ,46.9, ,81, ,22, ,50, ,29.5, ,2.5, ,60.8, ,45.2,Y
207,1/29/2017,29,0.1, ,0, ,411,R,5.8, ,70.9, ,34.4, ,51.2, ,83, ,17, ,45, ,30.9, ,2.6, ,63.5, ,46.5,Y
207,1/30/2017,30,0.11, ,0, ,418,R,6.8, ,75.5, ,37.4, ,54.3, ,84, ,16, ,47, ,34.6, ,2, ,49, ,48.5, 
207,1/31/2017,31,0.11, ,0, ,413,R,7.4, ,73.7, ,38.9, ,55, ,87, ,19, ,50, ,36.9, ,2.2, ,51.7, ,49.7, 
207,2/1/2017,32,0.11, ,0, ,425,R,7.7, ,73.2, ,37, ,53.8, ,94, ,21, ,55, ,37.9, ,2.4, ,56.5, ,50.1, 
207,2/2/2017,33,0.1, ,0, ,341, ,7.6, ,73.1, ,41.1, ,55.7, ,84, ,20, ,50, ,37.3, ,2.5, ,60, ,50.3, 
207,2/3/2017,34,0.11, ,0, ,378, ,10.8, ,75.6, ,46.7, ,59.5, ,89, ,36, ,62, ,46.6, ,2.9, ,70.4, ,53.2, 
207,2/4/2017,35,0.11, ,0, ,430,R,10, ,73.4, ,47.6, ,59.1, ,90, ,31, ,59, ,44.7, ,2.6, ,62.3, ,53.9, 
207,2/5/2017,36,0.1, ,0, ,350, ,9.1, ,72.1, ,41.1, ,57.7, ,94, ,32, ,56, ,42, ,2.6, ,62.4, ,53.4, 
207,2/6/2017,37,0.09, ,0, ,266, ,11.5, ,69.4, ,50.9, ,61.7, ,72, ,51, ,61, ,48.2, ,4.6, ,109.7, ,54.4, 
207,2/7/2017,38,0.11, ,0, ,356, ,13.7, ,73.8, ,59.2,Y,65.9, ,89, ,41, ,63, ,53, ,4.4, ,106.4, ,57.9, 
207,2/8/2017,39,0.1, ,0, ,351, ,13.9, ,79.3, ,53, ,65.2, ,91, ,42, ,65, ,53.3, ,2.6, ,62.5, ,58.9, 
207,2/9/2017,40,0.12, ,0, ,435,R,13.8, ,82.8, ,50.1, ,65.2, ,98, ,34, ,65, ,53.2, ,2.3, ,54.9, ,59.6, 
207,2/10/2017,41,0.12, ,0, ,370, ,11, ,83.9, ,53.5, ,67.5, ,87, ,16, ,48, ,47, ,4, ,95.5, ,59.8, 
207,2/11/2017,42,0.11, ,0, ,311, ,10.3, ,72, ,45.4, ,63.1, ,71, ,34, ,52, ,45.4, ,4.9, ,116.9, ,58.5, 
207,2/12/2017,43,0.13, ,0, ,441,R,8, ,75, ,43.3, ,59.4, ,78, ,25, ,46, ,38.7, ,2.7, ,65.2, ,56.2, 
207,2/13/2017,44,0.13, ,0, ,451,R,8.7, ,78.1, ,43.7, ,60.7, ,81, ,23, ,48, ,41, ,2.4, ,57, ,56.9, 
207,2/14/2017,45,0.14, ,0, ,454,R,9.1, ,77.5, ,48.9, ,61.9, ,84, ,20, ,48, ,42.1, ,2.7, ,64.4, ,58.2, 
207,2/15/2017,46,0.14, ,0, ,472,R,7.6, ,76.6, ,43.9, ,60.7, ,73, ,21, ,42, ,37.6, ,3.2, ,77.3, ,56.7, 
207,2/16/2017,47,0.13, ,0, ,407, ,7.7, ,78.9, ,44.5, ,62.4, ,79, ,21, ,40, ,37.8, ,3, ,71.4, ,56.7, 
207,2/17/2017,48,0.15, ,0, ,323, ,8, ,73.2, ,54.1, ,65.6, ,97, ,22, ,37, ,38.9, ,5.8, ,138.8, ,58, 
207,2/18/2017,49,0.03, ,0, ,164, ,13.3, ,57.3,Y,48.9, ,53.6, ,100, ,86, ,95, ,52.2, ,2.9, ,69.9, ,56.8, 
207,2/19/2017,50,0.13, ,0, ,479,R,11.5, ,67.6, ,46.7, ,56.8, ,100, ,47, ,73, ,48.2, ,4, ,96.1, ,56.7, 
207,2/20/2017,51,0.12, ,0, ,471,R,12.5, ,68.8, ,47.5, ,58, ,96, ,55, ,76, ,50.4, ,2.6, ,63.4, ,58.6, 
207,2/21/2017,52,0.14, ,0, ,494,R,11.7, ,75.1, ,46.6, ,60.6, ,100, ,40, ,65, ,48.6, ,2.6, ,62.4, ,59.3, 
207,2/22/2017,53,0.16, ,0, ,488,R,8, ,73.3, ,47.2, ,59.4, ,81, ,23, ,46, ,38.7, ,5.4, ,128.9, ,57.5, 
207,2/23/2017,54,0.14, ,0, ,517,R,6.5, ,65.1, ,41.8, ,54.1, ,69, ,28, ,46, ,33.7, ,4.3, ,103.8, ,54.7, 
207,2/24/2017,55,0.13, ,0, ,526,R,5.9, ,63.2, ,33.7, ,49,Y,88, ,23, ,50,Y,31.3,Y,2.6, ,61.9, ,53.3, 
207,2/25/2017,56,0.14, ,0, ,526,R,5.8, ,68.1, ,32.7, ,51.8, ,91, ,19, ,44, ,30.6, ,3, ,71.5, ,52.9, 
207,2/26/2017,57,0.14, ,0, ,449, ,7.7, ,64.2, ,43.1, ,54.6, ,74, ,40, ,53, ,37.8, ,4.8, ,115.5, ,53.5, 
207,2/27/2017,58,0.01,R,0, ,89, ,11.8, ,53.9,Y,43.6, ,51.7, ,100, ,62, ,90, ,48.8, ,2.4, ,58.4, ,52.5,Y
207,2/28/2017,59,0.14, ,0, ,529,R,9.5, ,67.2, ,46.5, ,56.5, ,100, ,36, ,61, ,43.2, ,3.5, ,84.5, ,55.5, 
207,3/1/2017,60,0.16, ,0, ,547,R,7.6, ,69.4, ,39.7, ,54.5, ,98, ,20, ,53, ,37.6, ,3.5, ,83.8, ,55.1, 
207,3/2/2017,61,0.16, ,0, ,559,R,7, ,72.5, ,36.7, ,54.5, ,88, ,17, ,48, ,35.3, ,2.7, ,65.9, ,54.5, 
207,3/3/2017,62,0.16, ,0, ,548,R,7.5, ,78.5, ,37.6, ,57.4, ,90, ,15, ,47, ,37.2, ,2.4, ,58.7, ,54.9, 
207,3/4/2017,63,0.14, ,0, ,400, ,8, ,72.6, ,43.6, ,59.9, ,91, ,25, ,45, ,38.6, ,3.2, ,76.9, ,56, 
207,3/5/2017,64,0.17, ,0, ,517,R,6.9, ,65.7, ,47.8, ,59.4, ,59, ,23, ,40, ,35.2, ,5.2, ,125.1, ,56.4, 
207,3/6/2017,65,0.15, ,0, ,572,R,6, ,65.9, ,40.7, ,53.4, ,84, ,22, ,43, ,31.4, ,3.4, ,81.4, ,54.7, 
207,3/7/2017,66,0.16, ,0, ,576,R,7.1, ,73.7, ,35.2, ,54.5, ,94, ,18, ,49, ,35.8, ,2.2, ,53, ,54.5, 
207,3/8/2017,67,0.17, ,0, ,572,R,7.7, ,82.1, ,41, ,60.2, ,88, ,14, ,43, ,37.9, ,2.2, ,51.9, ,56.2, 
207,3/9/2017,68,0.19, ,0, ,580,R,9.1, ,87.6, ,45.4, ,65.4, ,84, ,14, ,42, ,42, ,2.5, ,59.9, ,58.3, 
207,3/10/2017,69,0.18, ,0, ,545,R,9.6, ,89.6, ,48.3, ,68.4, ,85, ,17, ,40, ,43.4, ,2.3, ,54.5, ,60.4, 
207,3/11/2017,70,0.2, ,0, ,588,R,8.7, ,89.6, ,47.1, ,69.2, ,74, ,14, ,36, ,40.8, ,2.6, ,63.1, ,61.3, 
207,3/12/2017,71,0.2, ,0, ,592,R,9.3, ,91.2, ,50.1, ,69.9, ,82, ,13, ,37, ,42.7, ,2.7, ,65.3, ,62.6, 
207,3/13/2017,72,0.21, ,0, ,600,R,9, ,92.5, ,50.2, ,71.5, ,76, ,11, ,34, ,41.9, ,2.7, ,64.3, ,63.7, 
207,3/14/2017,73,0.21, ,0, ,588,R,9.6, ,93.9, ,52.5, ,73.7, ,78, ,11, ,34, ,43.5, ,2.5, ,61.2, ,64.9, 
207,3/15/2017,74,0.22, ,0, ,558,R,9.4, ,94.4, ,57.9, ,75.9, ,68, ,11, ,31, ,43, ,3.4, ,80.7, ,66.2, 
207,3/16/2017,75,0.21, ,0, ,601,R,9.7, ,92.5, ,55.4, ,74, ,69, ,14, ,34, ,43.7, ,3, ,71.4, ,66.3, 
207,3/17/2017,76,0.21, ,0, ,609,R,9.1, ,91.8, ,50.8, ,72.5, ,74, ,13, ,33, ,42.1, ,2.7, ,64.1, ,66.2, 
207,3/18/2017,77,0.22, ,0, ,613,R,8.9, ,91.7, ,54.3, ,73.5, ,72, ,14, ,31, ,41.4, ,3, ,73.2, ,67, 
207,3/19/2017,78,0.23, ,0, ,609,R,7.9, ,92.8, ,54.6, ,75.9, ,54, ,13, ,26, ,38.5, ,3.3, ,80.2, ,67, 
207,3/20/2017,79,0.23, ,0, ,560, ,7.8, ,91, ,59.2, ,75.7, ,56, ,10, ,26, ,38.1, ,4.1, ,98.9, ,67.7, 
207,3/21/2017,80,0.21, ,0, ,588,R,10.8, ,84.6, ,54.9, ,71.4, ,63, ,20, ,41, ,46.6, ,4.7, ,111.9, ,67.3, 
207,3/22/2017,81,0.17, ,0, ,443, ,9.8, ,74.6, ,56.9, ,66.3, ,72, ,26, ,44, ,44, ,5.9, ,141.6, ,65.6, 
207,3/23/2017,82,0.22, ,0, ,635,R,7.7, ,72.5, ,48.9, ,63.1, ,67, ,28, ,39, ,37.7, ,6, ,143.2, ,63.5, 
